season,week,date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home,score_away,score_home
2020,6,10/19/20,Cardinals,Cowboys,22,27,13-Jul,15-Jun,1-Jan,3-Mar,177,247,261,97,438,344,24-Sep,34-54,11-Jan,19-Mar,35,27,0,2,0,2,0,4,Jul-43,Jun-36,4-Mar,3-Jan,11,11,0,0,26:23:00,33:37:00,38,10
2020,7,10/22/20,Giants,Eagles,17,27,10-Mar,13-Apr,0-0,2-Jan,165,346,160,96,325,442,20-30,25-43,22-Mar,13-Mar,22,26,2,0,1,1,3,1,Sep-62,Jul-75,2-Feb,8-Mar,13,13,0,0,27:22:00,32:38:00,21,22
2020,7,10/25/20,Lions,Falcons,21,26,10-Mar,14-Jul,0-1,2-Jan,322,322,64,66,386,388,25-36,31-42,18-Feb,16-Feb,21,26,0,1,0,0,0,1,May-50,Aug-53,3-Feb,4-Mar,10,9,0,0,29:15:00,30:45:00,23,22
2020,7,10/25/20,Browns,Bengals,23,31,7-May,9-Jun,0-0,1-Jan,316,387,82,81,398,468,23-29,36-48,0-0,Apr-35,22,21,0,1,1,1,1,2,May-40,Jul-45,4-Apr,7-Apr,9,9,0,0,27:03:00,32:57:00,37,34
2020,7,10/25/20,Steelers,Titans,23,15,13-18,13-May,0-0,0-1,268,210,94,82,362,292,32-49,18-31,0-0,10-Feb,25,23,0,0,3,0,3,0,Aug-69,Jul-73,5-Mar,2-Feb,11,10,0,0,36:37:00,23:23,27,24
2020,7,10/25/20,Panthers,Saints,18,26,9-Jun,14-Dec,0-0,0-0,246,277,37,138,283,415,23-28,30-37,8-Jan,10-Jan,14,29,0,1,0,0,0,1,5-Jan,Jun-50,2-Feb,4-Mar,7,7,0,0,25:19:00,34:41:00,24,27
2020,7,10/25/20,Bills,Jets,26,17,11-Mar,8-Feb,0-0,0-1,296,91,126,100,422,191,30-43,23-Dec,11-Feb,29-Jun,27,22,1,0,0,2,1,2,11-106,Jun-49,0-5,3-Jan,10,9,0,0,34:33:00,25:27:00,18,10
2020,7,10/25/20,Cowboys,Commanders,12,21,12-Mar,15-Sep,0-1,0-1,59,189,83,208,142,397,22-Nov,15-25,Jun-55,5-Feb,26,39,0,0,1,0,1,0,Jun-49,30-Apr,0-1,4-Feb,9,10,0,0,23:36,36:24:00,3,25
2020,7,10/25/20,Packers,Texans,22,20,12-Jul,14-Jun,0-0,0-1,283,286,96,79,379,365,23-34,29-39,0-0,23-Mar,27,22,0,1,0,0,0,1,May-40,Jun-55,4-Apr,4-Feb,11,12,0,0,28:54:00,31:06:00,35,20
2020,7,10/25/20,Buccaneers,Raiders,29,19,12-Jul,13-May,1-Jan,2-Jan,369,271,85,76,454,347,33-45,24-36,0-0,13-Mar,25,24,0,0,0,1,0,1,20-Apr,Apr-35,6-May,2-Jan,10,11,0,0,28:56:00,31:04:00,45,20
2020,7,10/25/20,Chiefs,Broncos,17,24,0-8,14-May,0-0,0-2,185,234,101,177,286,411,17-25,24-40,28-Apr,20-Mar,22,33,1,2,0,2,1,4,15-Jan,May-34,6-Mar,2-Feb,12,13,3,0,26:36:00,33:24:00,43,16
2020,7,10/25/20,49ers,Patriots,26,17,9-May,6-Jan,0-0,0-0,270,147,197,94,467,241,20-25,15-25,7-Jan,15-Feb,37,22,0,0,2,4,2,4,Jun-65,30-Mar,5-Apr,0-0,9,9,0,0,38:23:00,21:37,33,6
2020,7,10/25/20,Jaguars,Chargers,15,29,15-Jun,14-Jun,4-Jan,0-0,154,349,140,135,294,484,14-27,28-44,19-May,2-Jan,27,32,1,0,0,0,1,0,Jun-55,Mar-35,2-Feb,5-Feb,12,14,0,0,25:29:00,34:31:00,29,39
2020,7,10/25/20,Seahawks,Cardinals,33,31,13-May,12-May,1-Jan,2-Jan,372,360,200,159,572,519,33-50,34-48,16-Feb,0-0,30,33,0,1,3,1,3,2,Aug-78,Jun-40,3-Feb,5-Mar,12,13,0,0,39:32:00,30:13:00,34,37
2020,7,10/26/20,Bears,Rams,14,24,14-Apr,13-Apr,4-Jan,0-0,230,211,49,160,279,371,28-40,23-33,Apr-31,9-Jan,17,34,0,1,2,0,2,1,Jun-46,Apr-46,0-2,4-Mar,11,13,2,0,27:25:00,32:35:00,10,24
2020,8,10/29/20,Falcons,Panthers,28,18,9-Mar,10-Feb,0-0,3-Jan,270,157,131,147,401,304,21-30,16-27,11-Feb,22-Mar,36,22,0,0,1,1,1,1,Jun-63,30-Jun,6-Feb,1-Jan,9,8,0,0,36:30:00,23:30,25,17
2020,8,11/1/20,Patriots,Bills,20,22,10-May,11-May,0-0,0-0,161,149,188,190,349,339,15-25,18-Nov,13-Feb,5-Jan,34,38,1,0,0,1,1,1,May-35,30-May,3-Jan,4-Mar,9,10,0,0,30:46:00,29:14:00,21,24
2020,8,11/1/20,Titans,Bengals,27,27,9-May,15-Oct,1-Jan,1-Jan,223,249,218,118,441,367,18-30,26-37,10-Jan,0-0,29,32,0,0,1,0,1,0,Jul-68,Jul-45,4-Mar,5-Apr,9,8,0,0,24:03:00,35:57:00,20,31
2020,8,11/1/20,Raiders,Browns,24,14,14-Aug,10-Mar,2-Feb,2-Feb,100,122,209,101,309,223,15-24,25-Dec,11-Feb,0-0,45,22,0,1,0,0,0,1,25-May,Jul-59,4-Jan,0-1,7,6,0,0,37:43:00,22:17,16,6
2020,8,11/1/20,Colts,Lions,26,20,14-Jul,14-Jul,1-Jan,0-1,247,297,119,29,366,326,23-34,24-42,15-Feb,May-39,39,13,0,1,0,1,0,2,19-Mar,Apr-76,3-Mar,3-Feb,11,12,2,0,37:46:00,22:14,41,21
2020,8,11/1/20,Vikings,Packers,20,24,8-Apr,11-May,1-Jan,5-Mar,151,291,173,109,324,400,14-Nov,27-41,9-Jan,Jan-00,34,24,0,1,0,0,0,1,Jul-36,Sep-85,2-Feb,3-Mar,7,8,0,0,27:48:00,32:12:00,28,22
2020,8,11/1/20,Jets,Chiefs,13,25,12-Feb,13-Jul,2-Feb,3-Jan,128,446,93,50,221,496,18-30,35-47,5-Jan,0-0,25,20,1,0,0,0,1,0,25-Mar,Jul-61,0-0,2-Jan,11,10,0,0,28:30:00,31:30:00,9,35
2020,8,11/1/20,Rams,Dolphins,31,8,17-Jul,12-Mar,0-1,0-0,340,90,131,55,471,145,35-61,22-Dec,15-Feb,3-Jan,29,25,2,2,2,0,4,2,May-45,30-Mar,4-Feb,2-Feb,16,14,0,3,36:30:00,23:30,17,28
2020,8,11/1/20,Steelers,Ravens,19,25,9-Mar,15-Aug,0-0,2-Jan,173,192,48,265,221,457,21-32,13-28,9-Feb,16-Apr,16,47,1,2,0,2,1,4,30-Mar,9-110,3-Mar,5-Mar,10,12,2,0,24:38:00,35:22:00,28,24
2020,8,11/1/20,Chargers,Broncos,28,17,16-Jul,13-May,0-1,0-0,275,243,210,108,485,351,29-44,26-41,3-Feb,5-Feb,38,16,0,0,2,1,2,1,Jun-67,Aug-70,4-Feb,3-Feb,12,13,0,0,35:53:00,24:07:00,30,31
2020,8,11/1/20,Saints,Bears,23,18,13-Feb,15-May,3-Feb,3-Feb,272,233,122,96,394,329,31-41,28-41,8-Jan,May-39,30,23,0,0,0,1,0,1,May-45,Jul-53,4-Jan,2-Jan,13,12,0,0,35:15:00,33:09:00,26,23
2020,8,11/1/20,49ers,Seahawks,24,27,13-Jun,15-Sep,2-Feb,0-0,299,249,52,101,351,350,29-41,27-37,23-Mar,12-Feb,22,28,1,0,1,0,2,0,Jun-36,30-Jun,4-Apr,4-Apr,11,11,0,0,29:02:00,30:58:00,27,37
2020,8,11/1/20,Cowboys,Eagles,21,18,16-Apr,8-Mar,4-Feb,0-3,132,103,133,119,265,222,21-40,16-28,Apr-48,29-Apr,35,26,2,2,0,2,2,4,Jul-68,28-Apr,0-2,2-Feb,12,11,0,2,32:50:00,27:10:00,9,23
2020,8,11/2/20,Buccaneers,Giants,23,24,12-Apr,11-Apr,1-Jan,2-Feb,263,256,81,101,344,357,28-40,26-42,16-Feb,18-Mar,24,24,1,0,0,2,1,2,20-Mar,Jul-73,3-Feb,4-Mar,11,11,0,0,30:10:00,29:50:00,25,23
2020,9,11/5/20,Packers,49ers,21,17,12-Jun,10-Mar,1-Jan,0-1,294,282,111,55,405,337,25-31,22-35,11-Jan,9-Jan,31,17,0,1,0,1,0,2,May-45,Apr-33,3-Feb,3-Jan,11,10,0,0,36:30:00,23:30,34,17
2020,9,11/8/20,Broncos,Falcons,23,23,16-Jul,13-Jun,0-2,0-0,302,271,103,92,405,363,25-48,25-35,11-Jan,13-Feb,22,32,0,0,1,1,1,1,May-65,May-61,2-Feb,4-Feb,13,14,0,0,26:33:00,33:27:00,27,34
2020,9,11/8/20,Seahawks,Bills,22,27,12-Mar,12-May,3-Feb,0-0,362,386,57,34,419,420,28-41,31-38,28-May,29-Jul,17,19,2,0,2,0,4,0,13-Apr,Jun-70,4-Mar,7-Apr,11,12,0,0,27:59:00,32:01:00,34,44
2020,9,11/8/20,Bears,Titans,22,11,15-Feb,15-Jun,4-Mar,0-0,319,136,56,92,375,228,36-52,21-Oct,16-Mar,22-Mar,20,31,2,0,0,0,2,0,May-35,Jun-57,3-Feb,1-Jan,13,12,0,2,33:54:00,26:06:00,17,24
2020,9,11/8/20,Ravens,Colts,19,20,13-May,12-Feb,1-Jan,4-Feb,156,227,110,112,266,339,19-23,25-44,14-Feb,0-0,38,21,1,1,0,1,1,2,May-55,30-Apr,3-Feb,2-Jan,10,12,2,0,33:26:00,26:34:00,24,10
2020,9,11/8/20,Panthers,Chiefs,30,24,16-Jul,11-Jun,3-Mar,0-0,331,361,104,36,435,397,37-50,30-45,7-Feb,11-Feb,24,11,0,1,0,0,0,1,Dec-82,Aug-75,4-Apr,4-Mar,9,9,0,0,38:01:00,21:59,31,33
2020,9,11/8/20,Lions,Vikings,30,22,12-Jun,10-Apr,0-0,0-1,292,212,129,275,421,487,31-45,13-20,13-Feb,8-Jan,27,34,0,0,3,0,3,0,Mar-37,Sep-69,5-Feb,4-Mar,12,11,0,0,30:40:00,27:11:00,20,34
2020,9,11/8/20,Giants,Commanders,22,19,15-Jun,8-Mar,0-1,0-0,184,365,166,37,350,402,23-34,29-39,28-May,22-Feb,35,9,0,2,0,3,0,5,Apr-40,Jun-45,2-Feb,3-Jan,12,10,0,0,36:27:00,23:33,23,20
2020,9,11/8/20,Texans,Jaguars,19,22,15-Jun,14-Jun,0-0,0-1,267,288,107,115,374,403,19-32,26-38,14-Feb,16-Feb,28,27,1,0,0,1,1,1,18-Mar,Apr-78,2-Jan,3-Feb,12,12,0,0,27:53:00,32:07:00,27,25
2020,9,11/8/20,Raiders,Chargers,16,26,10-May,15-Jul,0-0,2-Feb,160,312,160,128,320,440,13-23,28-42,5-Jan,14-Feb,26,31,1,1,0,0,1,1,10-Feb,May-45,3-Feb,4-Feb,11,10,0,0,25:16:00,34:44:00,31,26
2020,9,11/8/20,Steelers,Cowboys,20,19,13-May,17-Aug,0-2,0-1,309,220,46,144,355,364,31-45,21-38,0-0,23-Feb,18,31,0,1,0,1,0,2,16-Mar,Jul-70,3-Feb,0-2,11,11,0,0,26:36:00,33:24:00,24,19
2020,9,11/8/20,Dolphins,Cardinals,24,26,8-Apr,12-May,0-0,3-Feb,221,264,91,178,312,442,20-28,21-26,27-Mar,19-Jan,25,37,0,1,0,0,0,1,Jul-75,Jul-71,3-Mar,3-Feb,9,9,2,0,28:57:00,31:03:00,34,31
2020,9,11/8/20,Saints,Buccaneers,27,13,14-Sep,9-Jan,2-Jan,0-3,282,186,138,8,420,194,29-35,22-38,Jan-00,23-Mar,37,5,2,0,0,3,2,3,28-Mar,May-39,7-May,0-1,11,11,0,0,40:04:00,19:56,38,3
2020,9,11/9/20,Patriots,Jets,30,18,14-Aug,10-Jun,2-Jan,0-0,274,257,159,65,433,322,27-35,18-25,0-0,5-Jan,41,18,0,0,0,1,0,1,Jun-81,Apr-32,4-Mar,2-Jan,9,8,0,0,36:58:00,23:02,30,27
2020,10,11/12/20,Colts,Titans,26,25,12-Apr,10-Mar,5-Mar,0-1,297,137,133,157,430,294,29-39,15-27,11-Jan,10-Jan,29,32,0,0,0,0,0,0,Sep-73,30-Mar,6-Mar,4-Feb,8,9,0,0,31:18:00,28:42:00,34,17
2020,10,11/15/20,Texans,Browns,16,20,14-Jul,12-Jun,0-1,0-1,153,125,90,231,243,356,20-30,20-Dec,10-Feb,7-Jan,22,41,0,0,0,0,0,0,Jun-49,Jun-63,2-Jan,3-Jan,8,8,0,0,26:40:00,33:20:00,7,10
2020,10,11/15/20,Commanders,Lions,34,21,15-Jul,10-Apr,2-Feb,0-0,375,267,89,105,464,372,38-55,24-33,15-Feb,9-Jan,26,21,1,0,0,0,1,0,Jun-58,Sep-55,4-Mar,2-Jan,10,10,0,0,35:43:00,24:17:00,27,30
2020,10,11/15/20,Jaguars,Packers,16,16,13-Apr,13-May,0-1,0-1,151,315,109,80,260,395,18-35,24-34,18-Mar,10-Jan,23,25,0,1,1,1,1,2,Jul-86,Apr-35,2-Jan,3-Feb,12,13,1,0,28:19:00,31:41:00,20,24
2020,10,11/15/20,Eagles,Giants,22,22,0-9,14-May,3-Jan,2-Jan,190,231,156,151,346,382,21-37,21-28,18-Mar,13-Mar,23,36,0,0,0,0,0,0,Nov-74,Jul-64,1-Jan,3-Feb,10,11,0,0,28:17:00,31:43:00,17,27
2020,10,11/15/20,Buccaneers,Panthers,30,13,16-Oct,9-Jan,1-Jan,3-Jan,334,122,210,65,544,187,28-39,20-28,7-Jan,26-Mar,37,16,1,0,0,1,1,1,30-Mar,May-40,8-Apr,2-Feb,11,11,0,0,36:05:00,23:55,46,23
2020,10,11/15/20,Broncos,Raiders,20,21,15-Jul,13-Jun,1-Jan,0-0,247,154,66,203,313,357,23-47,16-25,10-Feb,0-0,19,41,1,0,4,0,5,0,Jul-37,Aug-82,3-Jan,5-Mar,12,13,0,0,23:22,36:38:00,12,37
2020,10,11/15/20,Chargers,Dolphins,19,17,13-Apr,14-May,3-Feb,0-0,174,169,99,111,273,280,20-32,15-25,13-Feb,0-0,29,32,0,1,1,0,1,1,31-May,15-Mar,3-Mar,5-Mar,11,11,0,0,29:54:00,30:06:00,21,29
2020,10,11/15/20,Bills,Cardinals,22,26,13-Jun,13-May,0-0,1-Jan,296,236,73,217,369,453,33-50,22-32,0-0,9-Mar,18,35,0,1,2,1,2,2,Sep-69,Jul-40,1-Jan,4-Feb,13,12,0,0,30:20:00,29:40:00,30,32
2020,10,11/15/20,Seahawks,Rams,20,24,14-Jul,15-Sep,0-0,1-Jan,220,283,113,106,333,389,22-37,27-37,28-Jun,19-Mar,22,29,1,1,2,0,3,1,23-Apr,Apr-49,3-Jan,4-Mar,10,10,0,0,26:24:00,33:36:00,16,23
2020,10,11/15/20,49ers,Saints,21,17,16-Jul,12-Feb,0-1,0-0,232,123,49,114,281,237,24-39,14-23,15-Feb,16-Mar,25,30,2,2,2,0,4,2,Jun-51,May-61,3-Jan,4-Mar,11,13,0,0,32:54:00,27:06:00,13,27
2020,10,11/15/20,Bengals,Steelers,16,22,0-13,16-Jun,3-Feb,0-0,185,333,139,44,324,377,21-40,27-46,28-Apr,0-0,21,20,2,0,0,0,2,0,Jun-65,Jun-45,2-Jan,5-Apr,14,14,0,0,29:32:00,30:28:00,10,36
2020,10,11/15/20,Ravens,Patriots,19,25,13-Jun,11-May,3-Jan,1-Jan,242,135,115,173,357,308,24-34,14-18,7-Feb,7-Jan,28,39,0,0,1,0,1,0,Aug-64,18-Mar,3-Feb,3-Feb,9,10,0,0,32:34:00,27:26:00,17,23
2020,10,11/16/20,Vikings,Bears,19,10,15-Aug,11-Feb,0-0,0-2,286,108,99,41,385,149,25-36,16-31,6-Jan,16-Feb,33,17,1,1,1,1,2,2,Apr-35,5-Jan,3-Feb,0-1,13,11,0,1,35:50:00,24:10:00,19,13
2020,11,11/19/20,Cardinals,Seahawks,24,22,11-Jun,14-Aug,0-1,0-0,257,182,57,165,314,347,29-42,23-28,12-Mar,15-Mar,18,31,0,0,0,0,0,0,10-115,Aug-79,3-Mar,4-Feb,9,10,0,0,24:53:00,35:07:00,21,28
2020,11,11/22/20,Eagles,Browns,19,17,12-Feb,14-Apr,2-Feb,0-2,209,187,106,137,315,324,21-35,22-Dec,26-May,17-Mar,25,40,1,1,2,0,3,1,May-33,Mar-53,4-Feb,3-Jan,13,13,0,1,28:16:00,31:44:00,17,22
2020,11,11/22/20,Falcons,Saints,14,24,14-Feb,11-Apr,3-Feb,1-Jan,196,210,52,166,248,376,19-37,18-23,Aug-36,23-Mar,14,36,0,1,2,0,2,1,Jul-53,May-35,0-1,4-Mar,11,10,0,0,26:19:00,33:41:00,9,24
2020,11,11/22/20,Bengals,Commanders,18,20,13-Mar,13-Apr,0-2,0-0,202,161,70,164,272,325,25-44,17-25,Apr-31,5-Feb,18,34,1,0,1,1,2,1,31-Mar,Jun-49,3-Jan,4-Feb,12,12,0,0,29:14:00,30:46:00,9,20
2020,11,11/22/20,Lions,Panthers,10,20,14-Mar,15-May,3-Jan,0-0,145,258,40,116,185,374,18-33,24-35,May-33,Jan-00,17,34,1,0,0,2,1,2,20-Apr,Jul-45,0-0,5-Feb,11,11,0,0,23:12,36:48:00,0,20
2020,11,11/22/20,Steelers,Jaguars,23,14,17-Jul,13-Apr,1-Jan,0-1,267,133,106,73,373,206,32-46,16-37,0-0,18-Feb,27,17,0,0,1,4,1,4,Jun-42,8-105,1-Jan,0-1,13,12,0,0,36:29:00,23:31,27,3
2020,11,11/22/20,Titans,Ravens,26,21,12-May,15-Sep,1-Jan,0-0,250,177,173,129,423,306,23-32,17-29,16-Feb,9-Jan,34,33,0,0,1,1,1,1,Apr-44,Jun-81,5-Feb,4-Jan,10,10,0,0,33:33:00,31:06:00,30,24
2020,11,11/22/20,Patriots,Texans,22,21,13-Jul,11-May,0-1,0-0,349,344,86,55,435,399,26-40,28-37,16-Feb,0-0,24,19,0,0,0,0,0,0,Jul-55,May-35,2-Jan,4-Mar,10,9,0,0,32:18:00,27:42:00,20,27
2020,11,11/22/20,Dolphins,Broncos,17,19,16-Jul,12-Apr,0-0,2-Jan,167,270,56,189,223,459,23-38,18-30,Jun-33,0-0,17,33,0,1,1,1,1,2,May-50,Aug-70,3-Jan,4-Jan,10,11,0,0,29:41:00,30:19:00,13,20
2020,11,11/22/20,Jets,Chargers,20,28,11-May,15-Sep,2-Jan,0-1,196,347,96,29,292,376,15-30,37-49,9-Jan,19-Mar,24,26,0,1,1,0,1,1,Aug-88,Sep-78,3-Mar,5-Feb,11,10,0,2,23:32,36:28:00,28,34
2020,11,11/22/20,Packers,Colts,21,23,9-Apr,16-Jun,0-1,2-Feb,301,280,66,140,367,420,27-38,24-36,10-Jan,8-Jan,18,37,3,1,1,1,4,2,Jul-45,8-116,4-Mar,4-Feb,13,14,0,0,27:49:00,35:01:00,31,34
2020,11,11/22/20,Cowboys,Vikings,24,24,11-May,10-Jun,3-Feb,0-1,196,305,180,125,376,430,22-32,22-30,7-Jan,9-Feb,31,29,0,2,1,0,1,2,30-Apr,Aug-80,4-Mar,3-Mar,11,11,0,0,28:11:00,31:49:00,31,28
2020,11,11/22/20,Chiefs,Raiders,36,25,9-May,9-Jun,2-Feb,0-0,352,275,108,89,460,364,35-46,23-31,0-0,0-0,27,26,0,0,1,1,1,1,Oct-89,Aug-72,5-Apr,5-Apr,9,9,0,0,32:05:00,27:55:00,35,31
2020,11,11/23/20,Rams,Buccaneers,22,20,15-Aug,14-Jul,0-0,0-1,376,209,37,42,413,251,39-51,26-48,0-0,7-Jan,20,18,0,0,2,2,2,2,May-65,7-Feb,3-Mar,3-Mar,13,12,0,0,33:13:00,26:47:00,27,24
2020,12,11/26/20,Texans,Lions,21,28,9-Mar,13-Jun,0-0,3-Jan,307,279,77,109,384,388,17-25,28-43,11-Feb,16-Apr,23,29,1,2,0,1,1,3,Oct-74,Apr-44,3-Jan,4-Mar,12,12,2,0,26:16:00,33:44:00,41,25
2020,12,11/26/20,Commanders,Cowboys,22,13,13-Jul,13-Apr,1-Jan,4-Jan,156,187,182,60,338,247,20-27,25-35,21-Mar,28-Apr,36,18,0,1,1,1,1,2,May-53,May-45,4-Feb,0-3,11,11,2,0,35:56:00,24:04:00,41,16
2020,12,11/29/20,Raiders,Falcons,13,23,12-Mar,19-Sep,2-Jan,1-Jan,203,179,40,125,243,304,25-39,22-39,May-37,6-Jan,14,32,4,0,1,1,5,1,11-141,Jun-49,0-2,5-Mar,14,13,0,2,25:02:00,34:58:00,6,43
2020,12,11/29/20,Chargers,Bills,24,23,16-Mar,9-Apr,5-Apr,0-0,291,160,76,172,367,332,31-52,19-25,25-Mar,17-Mar,24,30,0,2,1,1,1,3,May-91,Sep-85,4-Feb,3-Feb,12,12,0,0,30:04:00,29:56:00,17,27
2020,12,11/29/20,Giants,Bengals,19,11,21-Sep,10-Mar,3-Mar,1-Jan,244,115,142,40,386,155,22-38,17-29,0-0,21-Feb,42,15,1,2,0,1,1,3,May-51,27-Mar,3-Jan,1-Jan,12,12,0,1,37:26:00,22:34,19,17
2020,12,11/29/20,Titans,Colts,28,27,12-May,13-May,1-Jan,2-Jan,220,280,229,56,449,336,13-22,24-44,1-Jan,15-Feb,45,21,0,0,0,1,0,1,Sep-63,Jun-50,5-Apr,4-Apr,12,12,0,0,35:33:00,24:27:00,45,26
2020,12,11/29/20,Panthers,Vikings,21,26,14-Jun,13-Jun,1-Jan,1-Jan,267,291,107,96,374,387,19-36,34-45,0-0,16-Feb,28,24,0,3,1,0,1,3,Jul-58,Aug-52,0-3,4-Mar,9,11,4,0,28:47:00,31:13:00,27,28
2020,12,11/29/20,Cardinals,Patriots,23,16,14-Jun,11-Apr,0-1,1-Jan,160,69,138,110,298,179,23-34,18-Sep,10-Feb,15-Mar,34,30,0,0,1,2,1,2,Jun-50,Jun-42,3-Feb,3-Feb,9,9,0,0,34:08:00,25:52:00,17,20
2020,12,11/29/20,Dolphins,Jets,22,10,16-Aug,13-Mar,0-0,0-1,241,173,104,87,345,260,24-39,16-27,16-Apr,24-Mar,25,23,2,0,0,2,2,2,20-Mar,Jun-74,3-Feb,0-3,11,11,0,0,32:37:00,27:23:00,20,3
2020,12,11/29/20,Browns,Jaguars,25,22,11-May,13-May,2-Jan,1-Jan,252,235,207,140,459,375,19-29,20-35,6-Feb,0-0,33,25,1,0,0,0,1,0,Jun-47,24-May,4-Mar,3-Feb,9,9,0,0,32:41:00,27:19:00,27,25
2020,12,11/29/20,Saints,Broncos,19,6,15-Jul,10-Jan,0-0,0-0,63,12,229,100,292,112,16-Sep,9-Jan,15-Mar,1-Jan,44,33,0,1,1,2,1,3,May-35,10-Feb,3-Mar,0-0,12,12,0,0,35:46:00,24:14:00,31,3
2020,12,11/29/20,49ers,Rams,18,14,14-Mar,13-Apr,1-Jan,0-0,233,182,112,126,345,308,24-35,19-31,19-Feb,16-Feb,33,28,2,2,1,2,3,4,May-40,27-Mar,1-Jan,1-Jan,15,15,2,2,34:03:00,25:57:00,23,20
2020,12,11/29/20,Chiefs,Buccaneers,26,20,12-Jun,9-Mar,0-0,1-Jan,456,342,87,75,543,417,37-50,27-41,6-Feb,3-Jan,20,13,1,0,0,2,1,2,Oct-82,Aug-57,0-3,2-Jan,11,11,0,0,36:47:00,23:13,27,24
2020,12,11/29/20,Bears,Packers,26,28,10-Apr,11-Jun,1-Jan,3-Mar,229,211,121,182,350,393,26-46,21-29,13-Mar,0-0,16,39,1,0,2,0,3,0,May-45,17-Mar,4-Mar,5-Apr,9,9,0,2,22:16,37:44:00,25,41
2020,12,11/30/20,Seahawks,Eagles,20,18,10-Feb,17-Aug,0-2,0-3,225,180,76,70,301,250,22-31,26-46,5-Feb,Jun-41,30,14,0,0,0,1,0,1,Aug-83,Sep-79,4-Feb,3-Jan,12,11,0,0,32:57:00,27:03:00,23,17
2020,12,12/2/20,Ravens,Steelers,10,22,13-Mar,14-Jun,1-Jan,0-2,90,266,129,68,219,334,18-Sep,36-51,20-Mar,0-0,28,20,1,1,1,1,2,2,Jul-86,May-40,2-Jan,4-Jan,12,10,0,2,26:21:00,33:39:00,14,19
2020,13,12/6/20,Saints,Falcons,23,21,17-Aug,13-May,3-Feb,0-1,217,262,207,70,424,332,27-37,19-39,15-Feb,11-Mar,36,21,1,1,0,0,1,1,Oct-79,15-Jan,5-Mar,4-Jan,11,12,0,0,36:54:00,23:06,21,16
2020,13,12/6/20,Lions,Bears,24,26,11-Jun,11-Apr,2-Jan,0-1,400,249,60,140,460,389,27-42,26-34,2-Feb,18-Feb,22,31,0,1,1,0,1,1,Jul-45,20-Mar,3-Mar,4-Apr,12,11,0,0,27:42:00,32:18:00,34,30
2020,13,12/6/20,Browns,Titans,26,25,16-Oct,10-Feb,0-1,4-Mar,340,369,118,62,458,431,26-34,29-45,0-0,20-Mar,36,18,1,2,0,1,1,3,13-92,May-52,5-Apr,5-Apr,12,12,0,1,36:46:00,23:14,41,35
2020,13,12/6/20,Bengals,Dolphins,12,23,12-Mar,10-Jan,2-Feb,1-Jan,156,296,40,110,196,406,17-27,26-39,Jun-37,0-0,17,28,0,1,2,0,2,1,Jun-62,Aug-54,0-1,4-Jan,10,11,0,0,27:44:00,32:16:00,7,19
2020,13,12/6/20,Jaguars,Vikings,20,30,13-Apr,16-Jul,0-0,0-0,266,275,124,145,390,420,28-42,28-43,14-Feb,30-Apr,25,38,2,1,2,1,4,2,Oct-83,Jun-41,2-Jan,4-Feb,14,16,2,0,30:38:00,37:33:00,24,27
2020,13,12/6/20,Raiders,Jets,24,24,14-Jun,9-May,0-1,0-0,368,170,72,206,440,376,28-47,14-23,13-Feb,16-Mar,25,34,1,2,1,1,2,3,21-Mar,Jun-40,3-Feb,4-Apr,12,12,0,0,31:01:00,28:59:00,31,28
2020,13,12/6/20,Colts,Texans,25,20,11-Mar,13-May,2-Jan,0-0,262,308,109,90,371,398,27-35,26-38,23-Mar,May-33,29,19,0,1,0,1,0,2,Jul-50,30-Mar,2-Jan,4-Feb,12,11,0,0,33:32:00,26:28:00,26,20
2020,13,12/6/20,Rams,Cardinals,30,18,15-Sep,12-Apr,3-Jan,2-Feb,344,140,119,92,463,232,37-47,21-39,7-Jan,Feb-33,31,21,1,1,0,1,1,2,Jun-75,21-May,6-Mar,3-Mar,11,12,2,0,38:53:00,21:07,38,28
2020,13,12/6/20,Giants,Seahawks,13,21,12-Mar,13-Apr,0-0,0-2,100,216,190,111,290,327,13-22,27-43,5-Feb,May-47,31,22,0,1,1,1,1,2,Jun-35,Jun-41,3-Feb,0-1,12,12,0,0,29:49:00,30:11:00,17,12
2020,13,12/6/20,Eagles,Packers,17,20,13-Apr,12-May,1-Jan,1-Jan,161,288,117,149,278,437,27-Nov,25-34,27-Jul,7-Feb,25,25,0,0,1,0,1,0,Apr-40,30-May,0-0,2-Feb,9,10,1,0,28:21:00,31:39:00,16,30
2020,13,12/6/20,Patriots,Chargers,22,17,14-Jun,18-Jul,1-Jan,5-Jan,126,188,165,70,291,258,14-22,26-53,4-Jan,21-Mar,43,15,0,0,0,2,0,2,15-Mar,30-May,5-Mar,0-0,10,11,2,0,33:41:00,26:19:00,45,0
