season,week,date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home,score_away,score_home
2020,13,12/6/20,Broncos,Chiefs,19,25,13-Jul,10-Mar,0-1,0-0,151,313,179,134,330,447,15-28,25-40,0-0,5-Jan,33,22,0,0,2,0,2,0,Apr-31,May-44,2-Feb,0-4,9,10,0,0,30:31:00,29:29:00,16,22
2020,13,12/7/20,Commanders,Steelers,18,17,17-Apr,15-Jun,0-1,0-2,273,305,45,21,318,326,31-46,33-53,23-Mar,0-0,21,14,0,0,0,1,0,1,Sep-62,Jun-45,3-Feb,3-Jan,13,14,0,0,30:26:00,29:34:00,23,17
2020,13,12/7/20,Bills,49ers,31,24,9-Apr,11-Jun,3-Feb,0-1,368,316,81,86,449,402,32-40,26-39,7-Jan,0-0,27,21,1,0,0,2,1,2,Apr-50,Jul-43,5-Feb,5-Mar,10,9,0,0,34:58:00,25:02:00,34,24
2020,13,12/8/20,Cowboys,Ravens,29,19,15-Jun,11-May,4-Mar,1-Jan,277,107,111,294,388,401,31-48,17-Dec,8-Jan,0-0,28,37,0,0,1,1,1,1,Jul-58,23-Apr,4-Feb,4-Jan,10,9,0,0,32:26:00,27:34:00,17,34
2020,14,12/10/20,Patriots,Rams,10,17,13-Mar,14-Mar,0-3,2-Feb,113,132,107,186,220,318,14-23,16-25,Jun-33,5-Jan,29,36,0,0,1,1,1,1,27-May,May-35,0-4,3-Feb,12,11,0,1,28:14:00,31:46:00,3,24
2020,14,12/13/20,Texans,Bears,17,23,14-Jul,10-Mar,3-Jan,0-0,155,241,108,169,263,410,21-30,24-33,Jul-64,26-Mar,27,23,2,0,0,0,2,0,Jun-50,Jul-44,2-Jan,4-Mar,11,11,0,0,30:26:00,29:34:00,7,36
2020,14,12/13/20,Cowboys,Bengals,16,18,11-May,16-Sep,1-Jan,4-Jan,171,208,101,101,272,309,16-23,28-38,14-Feb,14-Feb,25,30,0,3,0,0,0,3,30-May,25-Mar,4-Feb,3-Jan,8,9,2,0,25:19:00,34:41:00,30,7
2020,14,12/13/20,Chiefs,Dolphins,22,27,11-May,15-Jul,1-Jan,0-0,354,287,94,80,448,367,24-34,28-49,Mar-39,29-Apr,24,24,1,0,3,1,4,1,Aug-56,Mar-35,2-Jan,3-Feb,13,14,1,0,28:30:00,31:30:00,33,27
2020,14,12/13/20,Cardinals,Giants,22,10,18-Jul,12-Mar,2-Jan,1-Jan,231,81,159,78,390,159,24-35,13-24,13-Jan,Aug-64,43,17,0,3,0,0,0,3,22-Apr,10-Feb,7-Feb,1-Jan,13,12,0,0,37:53:00,22:07,26,7
2020,14,12/13/20,Vikings,Buccaneers,27,17,15-May,11-May,5-Apr,0-0,173,196,162,107,335,303,24-37,15-23,Jun-52,0-0,33,26,1,0,0,0,1,0,May-71,May-34,4-Feb,3-Feb,8,9,0,0,39:03:00,20:57,14,26
2020,14,12/13/20,Broncos,Panthers,23,22,8-Mar,14-Jun,0-0,0-1,269,245,96,125,365,370,21-27,30-40,11-Jan,Apr-38,30,21,1,0,0,0,1,0,18-Feb,Jul-48,2-Feb,5-Mar,10,11,1,0,29:32:00,30:28:00,32,27
2020,14,12/13/20,Titans,Jaguars,25,20,9-Mar,14-May,2-Jan,3-Jan,205,263,249,91,454,354,19-24,31-54,7-Jan,0-0,40,15,1,0,0,1,1,1,Jul-78,Oct-80,3-Feb,3-Jan,11,11,0,0,31:43:00,28:17:00,31,10
2020,14,12/13/20,Colts,Raiders,25,26,11-Aug,12-Aug,0-0,0-0,244,345,212,79,456,424,19-28,32-46,0-0,0-0,31,22,0,1,0,2,0,3,Jun-50,Jun-33,5-Feb,5-Feb,9,9,2,0,28:35:00,31:25:00,44,27
2020,14,12/13/20,Jets,Seahawks,12,28,12-Apr,11-Jun,0-0,0-0,116,236,69,174,185,410,14-26,25-32,16-Mar,3-Jan,23,36,1,0,0,1,1,1,Jul-50,Apr-35,0-2,6-May,11,11,0,0,25:32:00,34:28:00,3,40
2020,14,12/13/20,Packers,Lions,26,27,11-Aug,10-May,0-0,0-0,290,242,120,51,410,293,26-33,27-40,0-0,Apr-31,31,15,0,0,0,0,0,0,Dec-68,30-Apr,3-Mar,4-Mar,8,8,0,0,35:30:00,24:30:00,31,24
2020,14,12/13/20,Saints,Eagles,20,21,12-May,13-Apr,0-1,4-Feb,262,167,96,246,358,413,28-38,17-30,29-May,0-0,20,36,1,1,1,0,2,1,Aug-52,27-Jun,1-Jan,3-Feb,11,12,0,0,29:44:00,30:16:00,21,24
2020,14,12/13/20,Falcons,Chargers,19,23,12-Sep,15-Sep,0-0,0-0,249,240,70,105,319,345,22-33,36-44,14-Feb,3-Jan,20,26,0,0,3,1,3,1,Apr-35,Jun-40,3-Jan,4-Feb,8,9,0,0,25:45:00,34:15:00,17,20
2020,14,12/13/20,Commanders,49ers,12,21,15-Mar,15-Apr,0-0,0-1,95,236,98,108,193,344,15-32,25-45,13-Feb,24-Apr,28,27,0,2,1,1,1,3,30-May,May-35,0-2,2-Feb,14,16,4,0,27:49:00,32:11:00,23,15
2020,14,12/13/20,Steelers,Bills,14,21,10-Jan,14-Jul,0-0,0-0,177,230,47,104,224,334,21-37,24-43,10-Jan,8-Jan,17,27,0,1,2,1,2,2,Mar-55,Jul-48,2-Feb,5-Feb,13,12,0,2,24:45:00,35:15:00,15,26
2020,14,12/14/20,Ravens,Browns,25,33,11-Jun,12-May,1-Jan,2-Feb,154,355,231,138,385,493,21-Dec,29-48,22-Apr,0-0,32,28,0,0,0,1,0,1,Aug-69,Aug-75,5-May,4-Apr,11,12,0,0,28:03:00,31:57:00,47,42
2020,15,12/17/20,Chargers,Raiders,27,27,12-Jul,13-May,0-0,4-Apr,306,276,96,173,402,449,22-32,20-33,8-Jan,3-Jan,29,41,0,0,0,1,0,1,20-Mar,Jun-69,4-Mar,4-Feb,9,10,0,0,31:00:00,37:31:00,30,27
2020,15,12/19/20,Bills,Broncos,29,19,13-Sep,14-Jun,0-1,0-0,352,115,182,140,534,255,28-40,20-32,7-Jan,17-Mar,24,28,1,1,0,0,1,1,Aug-75,Jul-33,6-Mar,3-Mar,10,12,2,0,33:50:00,26:10:00,48,19
2020,15,12/19/20,Panthers,Packers,20,20,12-Apr,12-May,2-Jan,0-0,249,96,115,195,364,291,21-35,20-29,9-Mar,May-47,27,27,1,0,0,0,1,0,Jul-66,May-50,5-Jan,3-Mar,10,11,0,0,30:51:00,29:09:00,16,24
2020,15,12/20/20,Buccaneers,Falcons,27,23,10-Apr,15-Jun,0-0,2-Jan,365,332,51,37,416,369,31-45,34-49,25-Mar,24-Mar,18,13,0,0,0,0,0,0,10-Jan,28-Mar,5-Mar,4-Mar,12,11,0,0,31:47:00,28:13:00,31,27
2020,15,12/20/20,49ers,Cowboys,28,15,15-Jun,15-Jun,1-Jan,0-0,308,204,150,87,458,291,26-43,20-34,11-Feb,17-Feb,36,22,2,0,2,0,4,0,Apr-39,May-58,4-Mar,3-Mar,14,14,0,1,34:56:00,25:04:00,33,41
2020,15,12/20/20,Lions,Titans,27,28,12-Jul,11-Sep,0-1,0-0,307,268,123,195,430,463,27-38,21-27,0-0,5-Jan,27,38,2,0,1,0,3,0,Mar-33,22-Mar,4-Mar,5-May,9,10,0,0,31:39:00,28:21:00,25,46
2020,15,12/20/20,Texans,Colts,22,20,15-Aug,11-Jun,2-Jan,1-Jan,342,223,83,127,425,350,33-41,22-29,31-May,5-Jan,21,23,2,0,0,0,2,0,24-May,Apr-35,4-Jan,4-Mar,8,8,0,0,30:50:00,29:10:00,20,27
2020,15,12/20/20,Patriots,Dolphins,18,26,9-Feb,12-Jul,0-1,1-Jan,186,133,117,250,303,383,17-27,20-26,23-Mar,12-Feb,22,42,1,0,0,1,1,1,20-Feb,Jul-40,0-1,4-Mar,8,9,0,0,22:34,37:26:00,12,22
2020,15,12/20/20,Bears,Vikings,23,26,12-Jun,11-Apr,0-0,0-2,198,249,199,158,397,407,15-21,24-35,4-Jan,22-Mar,42,28,0,0,1,1,1,1,Apr-36,5-Jan,5-Mar,4-Feb,10,10,0,0,32:59:00,27:01:00,33,27
2020,15,12/20/20,Seahawks,Commanders,16,26,12-May,17-Oct,0-0,0-1,121,269,181,84,302,353,18-27,38-55,0-0,26-Apr,26,20,0,0,1,2,1,2,Apr-45,Jun-41,1-Jan,2-Feb,11,10,0,0,27:44:00,32:16:00,20,15
2020,15,12/20/20,Jaguars,Ravens,17,26,12-May,12-Aug,3-Jan,2-Jan,205,250,62,159,267,409,22-29,19-26,21-May,Jan-00,22,37,1,0,0,1,1,1,Jul-67,Apr-40,3-Feb,5-May,9,10,0,0,28:12:00,31:48:00,14,40
2020,15,12/20/20,Jets,Rams,17,16,17-Jul,11-Feb,1-Jan,0-1,196,189,93,114,289,303,22-31,22-34,11-Feb,20-Mar,31,19,0,0,0,1,0,1,Jun-61,May-43,4-Feb,3-Feb,11,11,0,0,34:15:00,25:45:00,23,20
2020,15,12/20/20,Eagles,Cardinals,26,26,18-Jun,10-Mar,4-Mar,2-Jan,305,423,117,103,422,526,24-44,28-37,Jun-33,9-Jan,29,30,0,2,0,1,0,3,Sep-69,Sep-83,4-Mar,5-Mar,13,13,0,0,32:13:00,27:47:00,26,33
2020,15,12/20/20,Chiefs,Saints,34,15,18-Sep,11-Jan,0-0,1-Jan,232,225,179,60,411,285,26-47,15-34,22-Apr,9-Jan,41,17,1,0,0,1,1,1,May-54,Oct-93,5-Apr,3-Mar,13,14,0,0,41:14:00,18:46,32,29
2020,15,12/20/20,Browns,Giants,24,14,13-Sep,11-May,0-1,0-2,286,214,106,74,392,288,27-32,19-32,11-Jan,7-Jan,30,21,0,0,0,0,0,0,Jun-60,25-Feb,3-Mar,0-3,7,8,0,0,34:03:00,25:57:00,20,6
2020,15,12/21/20,Steelers,Bengals,12,13,16-Apr,14-Apr,2-Jan,0-0,158,78,86,152,244,230,20-38,13-Jul,12-Jan,11-Feb,23,41,2,0,1,0,3,0,30-Apr,16-Feb,2-Jan,4-Feb,14,14,0,0,27:57:00,32:03:00,17,27
2020,16,12/25/20,Vikings,Saints,25,36,9-Mar,9-May,2-Jan,1-Jan,274,319,90,264,364,583,27-41,21-28,17-Feb,0-0,17,45,0,0,0,2,0,2,20-Mar,Apr-38,5-May,7-Jun,11,11,0,0,23:13,36:47:00,33,52
2020,16,12/26/20,Buccaneers,Lions,30,12,10-Apr,10-Jan,2-Jan,0-1,477,113,111,73,588,186,31-42,21-31,14-Feb,Apr-39,26,15,0,1,0,1,0,2,Aug-65,11-117,3-Mar,0-0,13,12,0,1,35:53:00,24:07:00,47,7
2020,16,12/26/20,49ers,Cardinals,22,20,9-Feb,16-Apr,0-0,6-Apr,171,230,227,120,398,350,13-22,31-50,11-Mar,17-Mar,30,27,1,1,0,1,1,2,27-Apr,20-Apr,3-Feb,3-Jan,12,12,0,0,27:44:00,32:16:00,20,12
2020,16,12/26/20,Dolphins,Raiders,18,23,15-May,0-10,2-Feb,2-Jan,253,314,130,104,383,418,26-35,21-34,23-Mar,22-Mar,25,24,0,1,0,0,0,1,May-76,Apr-40,4-Jan,4-Jan,12,12,0,0,33:01:00,26:59:00,26,25
2020,16,12/27/20,Falcons,Chiefs,23,23,12-Jun,13-May,0-0,2-Jan,277,278,90,117,367,395,27-35,24-45,23-Apr,0-0,23,21,1,0,0,2,1,2,Jul-45,Jun-41,2-Feb,2-Jan,10,10,0,0,33:12:00,26:48:00,14,17
2020,16,12/27/20,Browns,Jets,23,18,15-Jun,18-Jul,0-1,0-0,254,202,45,131,299,333,28-53,17-33,Apr-31,16-Feb,18,34,2,0,0,0,2,0,Jun-51,Jul-58,3-Feb,2-Jan,13,13,0,0,28:12:00,31:48:00,16,23
2020,16,12/27/20,Colts,Steelers,21,26,13-May,11-Apr,0-1,0-1,238,332,127,22,365,354,21-34,34-49,May-32,9-Jan,28,14,1,0,1,0,2,0,Sep-83,Jun-49,3-Feb,3-Feb,12,13,0,0,32:28:00,27:32:00,24,28
2020,16,12/27/20,Bears,Jaguars,28,14,12-Jun,12-May,2-Feb,0-0,263,203,128,76,391,279,24-36,24-37,2-Jan,8-Jan,33,16,0,0,1,2,1,2,Apr-40,10-115,6-Apr,0-1,12,11,0,0,33:00:00,27:00:00,41,17
2020,16,12/27/20,Giants,Ravens,24,25,10-Jan,11-Aug,3-Jan,0-0,215,183,54,249,269,432,24-41,17-26,Jun-37,0-0,12,40,0,1,0,0,0,1,May-35,Oct-65,3-Jan,6-Mar,8,9,0,0,24:51:00,35:09:00,13,27
2020,16,12/27/20,Bengals,Texans,27,23,13-Jun,9-Apr,2-Jan,0-0,371,322,169,166,540,488,29-38,24-33,0-0,2-Jan,33,17,0,1,0,0,0,1,May-35,Jun-46,4-Feb,3-Feb,11,11,0,0,36:10:00,23:50,37,31
2020,16,12/27/20,Broncos,Chargers,23,16,17-Jul,12-Mar,2-Feb,1-Jan,263,227,133,89,396,316,24-47,21-33,1-Feb,26-Feb,28,20,0,0,2,0,2,0,Jun-44,Jun-45,4-Jan,4-Jan,10,10,0,0,33:09:00,26:51:00,16,19
2020,16,12/27/20,Panthers,Commanders,19,20,15-Jun,15-Jul,3-Feb,3-Jan,167,278,113,108,280,386,19-28,26-47,30-Apr,13-Mar,35,19,1,2,1,2,2,4,Mar-35,26-May,3-Feb,0-2,12,11,1,0,35:36:00,24:24:00,20,13
2020,16,12/27/20,Eagles,Cowboys,24,22,17-Jul,13-Jun,2-Jan,0-0,326,362,151,151,477,513,21-39,22-30,16-Mar,15-Feb,29,34,1,0,2,1,3,1,12-115,May-73,3-Jan,5-Feb,13,13,0,0,29:22:00,30:38:00,17,37
2020,16,12/27/20,Rams,Seahawks,20,15,19-Sep,17-Aug,0-2,0-0,216,197,118,95,334,292,24-43,20-32,18-Mar,28-May,29,24,0,0,1,0,1,0,May-45,31-May,0-2,3-Feb,10,11,0,0,32:50:00,27:10:00,9,20
2020,16,12/27/20,Titans,Packers,15,27,11-May,8-Apr,0-1,2-Jan,104,214,156,234,260,448,26-Nov,21-25,17-Feb,17-Jan,27,37,0,0,2,1,2,1,15-Mar,0-0,2-Jan,5-Apr,9,10,0,0,23:23,36:37:00,14,40
2020,16,12/28/20,Bills,Patriots,31,11,12-May,12-Apr,3-Mar,0-0,344,56,130,145,474,201,30-40,21-Sep,0-0,22-Mar,31,24,0,0,0,0,0,0,27-Mar,25-Apr,5-Apr,1-Jan,10,9,0,0,39:41:00,20:19,38,9
2021,17,1/3/21,Dolphins,Bills,27,24,14-Mar,10-Apr,2-Jan,0-0,384,377,70,78,454,455,36-59,24-38,9-Jan,11-Jan,20,25,1,0,3,2,4,2,20-Feb,16-Mar,3-Feb,4-Apr,15,14,0,3,32:38:00,27:22:00,26,56
2021,17,1/3/21,Ravens,Bengals,24,10,17-Nov,9-Jan,2-Jan,0-0,121,48,404,147,525,195,19-Nov,21-Jun,0-0,0-0,54,19,0,0,1,2,1,2,Jun-49,29-Mar,4-Mar,0-1,11,11,0,0,40:31:00,19:29,38,3
2021,17,1/3/21,Steelers,Browns,18,21,17-Aug,12-Jun,2-Feb,0-2,309,166,85,192,394,358,26-44,17-27,8-Jan,30-Apr,20,31,0,0,1,0,1,0,15-Feb,19-Apr,2-Jan,3-Feb,9,10,0,0,27:50:00,32:10:00,22,24
2021,17,1/3/21,Vikings,Lions,31,21,13-Apr,10-May,2-Feb,1-Jan,383,288,125,129,508,417,28-40,20-31,22-Mar,5-Jan,31,22,0,1,0,1,0,2,Apr-35,Jul-51,6-Mar,2-Feb,11,10,0,0,35:13:00,24:47:00,37,35
2021,17,1/3/21,Jets,Patriots,21,23,10-Mar,12-Jun,1-Jan,0-0,239,238,111,166,350,404,23-34,22-31,27-Mar,23-Mar,25,29,0,0,2,0,2,0,30-Mar,Jun-47,2-Jan,2-Feb,11,10,0,0,33:32:00,26:28:00,14,28
2021,17,1/3/21,Cowboys,Giants,26,22,17-Jun,0-7,1-Jan,0-0,199,211,108,125,307,336,29-47,17-25,Jun-44,18-Feb,27,28,0,1,1,1,1,2,Jun-58,Jun-45,4-Jan,1-Jan,12,12,0,0,32:33:00,27:27:00,19,23
2021,17,1/3/21,Falcons,Buccaneers,25,28,14-Jul,11-Jun,3-Feb,0-0,258,391,127,94,385,485,29-44,26-41,7-Jan,8-Jan,26,22,2,0,0,1,2,1,Apr-48,23-Mar,5-Mar,5-Feb,9,10,0,0,33:12:00,26:48:00,27,44
2021,17,1/3/21,Packers,Bears,17,21,7-Apr,15-Jun,0-0,6-May,237,248,79,108,316,356,19-24,33-42,3-Jan,4-Jan,19,31,1,1,0,1,1,2,30-Apr,16-Jan,4-Apr,5-Jan,8,9,0,0,24:31:00,35:29:00,35,16
2021,17,1/3/21,Raiders,Broncos,22,24,13-May,16-Jul,2-Feb,0-1,359,324,106,122,465,446,24-38,25-41,12-Mar,15-Feb,23,32,2,0,2,0,4,0,14-111,28-Apr,2-Jan,5-Feb,14,14,0,0,26:40:00,33:20:00,32,31
2021,17,1/3/21,Jaguars,Colts,18,23,15-May,10-Mar,0-2,0-0,230,164,53,273,283,437,26-42,17-27,Jun-31,0-0,17,37,1,0,0,1,1,1,Mar-54,15-Jan,2-Feb,4-Feb,12,13,0,0,26:22:00,33:38:00,14,28
2021,17,1/3/21,Chargers,Chiefs,29,18,7-Mar,9-Jun,0-1,0-1,281,217,135,51,416,268,22-31,23-32,21-Mar,1-Jan,35,17,0,1,0,0,0,1,23-Apr,May-69,6-Apr,3-Mar,9,8,0,0,34:51:00,25:09:00,38,21
2021,17,1/3/21,Cardinals,Rams,15,21,9-Feb,15-Jun,0-0,1-Jan,166,223,48,110,214,333,19-27,22-38,26-Apr,8-Feb,18,30,0,1,1,1,1,2,Jun-38,May-38,2-Jan,0-4,12,10,0,2,22:07,37:53:00,7,18
2021,17,1/3/21,Seahawks,49ers,21,17,12-Apr,15-Jun,1-Jan,1-Jan,159,242,121,86,280,328,20-36,25-37,22-Feb,31-Mar,27,24,0,1,0,0,0,1,Apr-35,25-Feb,5-Mar,4-Feb,12,11,0,0,27:40:00,32:20:00,26,23
2021,17,1/3/21,Saints,Panthers,20,17,14-Jun,9-Jan,1-Jan,4-Feb,191,246,156,74,347,320,22-32,18-37,10-Feb,25-Mar,30,20,0,0,0,5,0,5,Apr-31,5-Jan,5-Apr,4-Jan,12,11,0,0,30:54:00,29:06:00,33,7
2021,17,1/3/21,Titans,Texans,28,26,10-Jul,12-May,0-1,1-Jan,204,361,288,96,492,457,18-27,29-40,12-Feb,24-Apr,41,17,1,0,0,1,1,1,Jun-50,Jun-44,5-Apr,5-Feb,11,10,0,0,31:04:00,28:56:00,41,38
2021,17,1/3/21,Commanders,Eagles,16,16,15-Jun,14-May,0-0,2-Jan,145,98,103,118,248,216,22-32,13-33,17-Mar,21-Mar,27,29,0,1,2,2,2,3,May-56,Jun-41,2-Feb,3-Feb,12,13,0,0,30:48:00,29:12:00,20,14
2021,1,9/9/21,Cowboys,Buccaneers,30,24,17-Sep,11-May,0-0,0-0,391,379,60,52,451,431,42-58,32-50,12-Jan,0-0,18,14,0,2,1,2,1,4,Aug-55,11-106,4-Jan,5-Mar,13,13,0,0,34:27:00,25:33:00,29,31
2021,1,9/12/21,Eagles,Falcons,24,19,13-Jun,14-Mar,0-2,3-Jan,261,136,173,124,434,260,27-35,21-35,3-Jan,28-Mar,31,26,0,0,0,0,0,0,14-89,Dec-99,3-Mar,0-2,11,12,0,0,31:02:00,28:58:00,32,6
2021,1,9/12/21,Steelers,Bills,16,22,12-Apr,18-Aug,0-0,3-Jan,177,254,75,117,252,371,18-32,30-51,11-Feb,16-Mar,21,25,0,1,0,0,0,1,May-32,Aug-81,3-Jan,4-Jan,11,11,1,0,26:43:00,33:17:00,23,16
2021,1,9/12/21,Vikings,Bengals,24,20,16-Jun,14-Mar,2-Feb,3-Feb,336,217,67,149,403,366,37-50,20-27,26-Mar,May-44,22,36,1,0,0,0,1,0,12-116,15-Mar,2-Feb,3-Feb,13,13,0,0,35:09:00,34:51:00,24,27
2021,1,9/12/21,49ers,Lions,21,31,9-Mar,15-Apr,0-0,5-Feb,311,314,131,116,442,430,18-26,38-57,8-Jan,24-Mar,28,24,2,0,0,1,2,1,Jul-79,May-45,2-Feb,3-Mar,12,14,1,0,26:33:00,33:27:00,41,33
2021,1,9/12/21,Cardinals,Titans,22,17,13-Jul,14-May,0-0,3-Jan,280,162,136,86,416,248,21-32,22-36,9-Feb,Jun-56,33,22,0,2,1,1,1,3,Aug-59,Jul-57,5-Apr,2-Feb,12,12,0,0,33:21:00,26:39:00,38,13
2021,1,9/12/21,Seahawks,Colts,18,23,9-Apr,13-May,0-0,0-3,241,223,140,113,381,336,18-23,25-38,13-Mar,28-Mar,27,30,1,1,0,0,1,1,Jul-53,16-Feb,2-Feb,4-Feb,10,11,0,0,24:13:00,35:47:00,28,16
2021,1,9/12/21,Chargers,Commanders,27,15,14-19,10-Mar,0-0,1-Jan,334,133,90,126,424,259,31-47,14-21,3-Feb,2-Jan,29,27,1,1,1,0,2,1,Jun-94,Aug-57,6-Feb,2-Jan,9,9,0,0,36:03:00,23:57,20,16
2021,1,9/12/21,Jets,Panthers,16,18,13-Apr,14-Apr,2-Jan,0-1,207,270,45,111,252,381,20-37,24-35,Jun-51,9-Jan,17,27,0,1,1,0,1,1,30-May,Jun-38,1-Jan,4-Jan,12,12,0,0,28:40:00,31:20:00,14,19
2021,1,9/12/21,Jaguars,Texans,20,22,11-Mar,21-Dec,1-Jan,0-0,319,289,76,160,395,449,28-51,21-33,13-Jan,2-Jan,16,41,0,0,3,0,3,0,Oct-82,May-50,1-Jan,6-Apr,14,14,0,0,24:56:00,35:04:00,21,37
2021,1,9/12/21,Browns,Chiefs,24,21,7-Feb,13-Sep,4-Mar,0-0,304,324,153,73,457,397,21-28,27-36,17-Feb,13-Feb,26,23,1,0,1,0,2,0,30-May,May-36,4-Apr,5-Mar,9,9,0,0,27:13:00,32:47:00,29,33
2021,1,9/12/21,Dolphins,Patriots,16,24,11-Apr,16-Nov,0-0,0-0,185,268,74,125,259,393,16-27,29-39,17-Feb,13-Jan,23,30,0,2,1,0,1,2,28-May,Aug-84,2-Feb,4-Jan,9,8,0,0,23:17,36:43:00,17,16
2021,1,9/12/21,Packers,Saints,14,22,10-Jan,10-May,3-Feb,2-Feb,186,151,43,171,229,322,20-35,15-21,15-Feb,0-0,15,39,1,0,2,0,3,0,May-33,Jun-36,0-2,4-Apr,9,9,0,0,25:24:00,34:36:00,3,38
2021,1,9/12/21,Broncos,Giants,24,19,15-Jul,12-Jun,3-Mar,3-Jan,255,254,165,60,420,314,28-36,22-37,9-Feb,13-Feb,28,20,1,1,0,0,1,1,May-51,Apr-48,5-Feb,3-Jan,8,9,0,0,35:08:00,24:52:00,27,13
2021,1,9/12/21,Bears,Rams,24,18,11-May,11-Jun,0-4,1-Jan,188,312,134,74,322,386,29-40,20-26,28-Mar,9-Jan,26,23,1,0,1,0,2,0,Mar-35,Apr-36,3-Feb,4-Feb,8,9,0,0,35:14:00,24:46:00,14,34
2021,1,9/13/21,Ravens,Raiders,20,26,12-Mar,15-Jul,2-Jan,0-1,217,409,189,82,406,491,19-30,34-56,18-Mar,26-Mar,34,21,2,0,0,1,2,1,May-71,Oct-62,2-Feb,6-Mar,13,14,0,0,32:14:00,34:08:00,27,33
2021,2,9/16/21,Giants,Commanders,21,25,12-Apr,13-Apr,0-0,2-Feb,228,320,163,87,391,407,22-32,34-46,21-Apr,16-Jan,28,22,0,0,0,1,0,1,Nov-81,Sep-80,3-Jan,4-Mar,11,11,0,0,31:44:00,28:16:00,29,30
2021,2,9/19/21,Bengals,Bears,14,16,13-Jun,15-Jun,0-1,0-1,179,83,69,123,248,206,19-30,15-24,28-May,Mar-33,20,34,1,0,3,1,4,1,Apr-57,Aug-70,1-Jan,3-Jan,11,10,0,1,28:39:00,31:21:00,17,20
2021,2,9/19/21,Texans,Browns,17,22,14-Aug,9-Apr,0-0,0-0,220,199,82,156,302,355,18-29,19-21,7-Jan,14-Feb,28,34,1,1,1,1,2,2,Sep-78,May-62,2-Feb,3-Feb,9,10,0,0,24:55:00,35:05:00,21,31
2021,2,9/19/21,Rams,Colts,21,22,9-Mar,11-May,0-1,0-1,270,245,101,109,371,354,19-30,22-36,8-Jan,27-Mar,29,26,1,0,1,2,2,2,15-Feb,25-Mar,5-Mar,4-Jan,10,10,0,1,28:28:00,31:32:00,27,24
2021,2,9/19/21,Bills,Dolphins,21,13,13-Jul,18-Aug,1-Jan,0-4,171,145,143,71,314,216,17-33,25-44,8-Jan,Jun-37,30,20,1,2,1,1,2,3,Jun-53,Sep-83,4-Apr,0-3,13,12,0,0,28:26:00,31:34:00,35,0
2021,2,9/19/21,Patriots,Jets,17,18,12-Mar,13-May,0-0,3-Jan,159,184,101,152,260,336,22-30,19-33,27-Mar,26-Apr,24,31,0,0,0,4,0,4,Jun-54,Aug-77,3-Jan,0-2,11,12,0,0,27:52:00,32:08:00,25,6
2021,2,9/19/21,49ers,Eagles,23,18,14-Jun,12-May,1-Jan,0-1,189,177,117,151,306,328,22-30,24-Dec,0-0,13-Feb,38,29,0,0,0,0,0,0,May-60,Aug-57,2-Feb,2-Jan,9,9,0,0,34:54:00,25:06:00,17,11
2021,2,9/19/21,Raiders,Steelers,22,17,13-May,12-May,1-Jan,0-1,373,292,52,39,425,331,28-37,27-40,9-Feb,3-Feb,25,14,0,0,0,1,0,1,May-40,May-43,3-Jan,1-Jan,10,11,0,0,34:22:00,25:38:00,26,17
2021,2,9/19/21,Saints,Panthers,6,28,11-Feb,15-Aug,0-2,0-0,80,294,48,89,128,383,22-Nov,26-38,Apr-31,11-Feb,17,33,0,0,2,1,2,1,11-115,May-49,1-Jan,3-Feb,12,12,0,0,21:28,38:32:00,7,26
2021,2,9/19/21,Broncos,Jaguars,22,12,11-Feb,11-Apr,2-Feb,1-Jan,302,114,96,75,398,189,26-34,14-33,26-Mar,4-Jan,30,16,0,0,0,2,0,2,10-101,Jul-70,4-Feb,0-0,11,10,0,1,38:52:00,21:08,23,13
2021,2,9/19/21,Vikings,Cardinals,22,21,10-Feb,9-Mar,0-0,1-Jan,242,371,177,103,419,474,22-32,29-36,2-Jan,29-Mar,27,21,0,0,0,2,0,2,16-Mar,May-40,3-Feb,4-Mar,11,12,1,0,28:08:00,31:52:00,33,34
2021,2,9/19/21,Falcons,Buccaneers,19,21,15-Jun,12-Apr,4-Jan,2-Jan,293,259,55,82,348,341,35-48,24-36,7-Jan,17-Mar,20,21,0,1,3,0,3,1,Jun-49,Sep-83,4-Mar,5-Apr,14,12,0,2,33:31:00,26:29:00,25,48
2021,2,9/19/21,Cowboys,Chargers,25,24,10-Jun,12-May,0-1,1-Jan,221,313,198,95,419,408,23-27,31-41,16-Feb,25-Feb,31,19,0,0,1,2,1,2,Aug-76,Dec-99,3-Feb,4-Jan,8,7,0,0,29:03:00,30:57:00,20,17
2021,2,9/19/21,Titans,Seahawks,33,17,14-Jun,12-Apr,0-1,0-0,320,320,212,77,532,397,27-40,22-31,27-Mar,23-Mar,40,18,1,0,0,0,1,0,May-45,10-100,6-Feb,3-Feb,13,12,0,0,42:33:00,22:42,33,30
